AÑO,ENTIDAD,EDAD,SEXO,POBLACION
2013,Zacatecas,6,Hombres,16605
2013,Zacatecas,6,Mujeres,16072
2013,Zacatecas,7,Hombres,16410
2013,Zacatecas,7,Mujeres,15929
2013,Zacatecas,8,Hombres,16286
2013,Zacatecas,8,Mujeres,15824
2013,Zacatecas,9,Hombres,16218
2013,Zacatecas,9,Mujeres,15755
2013,Zacatecas,10,Hombres,16197
2013,Zacatecas,10,Mujeres,15750
2013,Zacatecas,11,Hombres,16233
2013,Zacatecas,11,Mujeres,15798
2013,Zacatecas,12,Hombres,16245
2013,Zacatecas,12,Mujeres,15823
2013,Zacatecas,13,Hombres,16148
2013,Zacatecas,13,Mujeres,15754
2013,Zacatecas,14,Hombres,15930
2013,Zacatecas,14,Mujeres,15579
2013,Zacatecas,15,Hombres,15692
2013,Zacatecas,15,Mujeres,15388
2013,Zacatecas,16,Hombres,15534
2013,Zacatecas,16,Mujeres,15280
2013,Zacatecas,17,Hombres,15443
2013,Zacatecas,17,Mujeres,15248
2013,Zacatecas,18,Hombres,15355
2013,Zacatecas,18,Mujeres,15232
2013,Zacatecas,19,Hombres,15212
2013,Zacatecas,19,Mujeres,15178
2013,Zacatecas,20,Hombres,14992
2013,Zacatecas,20,Mujeres,15065
2013,Zacatecas,21,Hombres,14678
2013,Zacatecas,21,Mujeres,14872
2013,Zacatecas,22,Hombres,14252
2013,Zacatecas,22,Mujeres,14578
2013,Zacatecas,23,Hombres,13749
2013,Zacatecas,23,Mujeres,14214
2013,Zacatecas,24,Hombres,13256
2013,Zacatecas,24,Mujeres,13860
2013,Zacatecas,25,Hombres,12795
2013,Zacatecas,25,Mujeres,13541
2013,Zacatecas,26,Hombres,12348
2013,Zacatecas,26,Mujeres,13244
2013,Zacatecas,27,Hombres,11905
2013,Zacatecas,27,Mujeres,12960
2013,Zacatecas,28,Hombres,11448
2013,Zacatecas,28,Mujeres,12670
2013,Zacatecas,29,Hombres,10972
2013,Zacatecas,29,Mujeres,12358
2013,Zacatecas,30,Hombres,10512
2013,Zacatecas,30,Mujeres,12044
2014,Zacatecas,3,Hombres,16939
2014,Zacatecas,3,Mujeres,16343
2014,Zacatecas,4,Hombres,16994
2014,Zacatecas,4,Mujeres,16395
2014,Zacatecas,5,Hombres,16958
2014,Zacatecas,5,Mujeres,16367
2014,Zacatecas,6,Hombres,16816
2014,Zacatecas,6,Mujeres,16201
2014,Zacatecas,7,Hombres,16598
2014,Zacatecas,7,Mujeres,16030
2014,Zacatecas,8,Hombres,16416
2014,Zacatecas,8,Mujeres,15878
2014,Zacatecas,9,Hombres,16274
2014,Zacatecas,9,Mujeres,15750
2014,Zacatecas,10,Hombres,16160
2014,Zacatecas,10,Mujeres,15673
2014,Zacatecas,11,Hombres,16119
2014,Zacatecas,11,Mujeres,15661
2014,Zacatecas,12,Hombres,16132
2014,Zacatecas,12,Mujeres,15695
2014,Zacatecas,13,Hombres,16121
2014,Zacatecas,13,Mujeres,15705
2014,Zacatecas,14,Hombres,16001
2014,Zacatecas,14,Mujeres,15619
2014,Zacatecas,15,Hombres,15763
2014,Zacatecas,15,Mujeres,15428
2014,Zacatecas,16,Hombres,15506
2014,Zacatecas,16,Mujeres,15223
2014,Zacatecas,17,Hombres,15328
2014,Zacatecas,17,Mujeres,15098
2014,Zacatecas,18,Hombres,15220
2014,Zacatecas,18,Mujeres,15051
2014,Zacatecas,19,Hombres,15120
2014,Zacatecas,19,Mujeres,15023
2014,Zacatecas,20,Hombres,14974
2014,Zacatecas,20,Mujeres,14965
2014,Zacatecas,21,Hombres,14760
2014,Zacatecas,21,Mujeres,14854
2014,Zacatecas,22,Hombres,14460
2014,Zacatecas,22,Mujeres,14669
2014,Zacatecas,23,Hombres,14054
2014,Zacatecas,23,Mujeres,14388
2014,Zacatecas,24,Hombres,13575
2014,Zacatecas,24,Mujeres,14044
2014,Zacatecas,25,Hombres,13104
2014,Zacatecas,25,Mujeres,13705
2014,Zacatecas,26,Hombres,12666
2014,Zacatecas,26,Mujeres,13401
2014,Zacatecas,27,Hombres,12246
2014,Zacatecas,27,Mujeres,13115
2014,Zacatecas,28,Hombres,11822
2014,Zacatecas,28,Mujeres,12842
2014,Zacatecas,29,Hombres,11382
2014,Zacatecas,29,Mujeres,12562
2014,Zacatecas,30,Hombres,10922
2014,Zacatecas,30,Mujeres,12262
2015,Zacatecas,3,Hombres,16758
2015,Zacatecas,3,Mujeres,16163
2015,Zacatecas,4,Hombres,16891
2015,Zacatecas,4,Mujeres,16287
2015,Zacatecas,5,Hombres,16970
2015,Zacatecas,5,Mujeres,16362
2015,Zacatecas,6,Hombres,16918
2015,Zacatecas,6,Mujeres,16263
2015,Zacatecas,7,Hombres,16748
2015,Zacatecas,7,Mujeres,16112
2015,Zacatecas,8,Hombres,16549
2015,Zacatecas,8,Mujeres,15941
2015,Zacatecas,9,Hombres,16348
2015,Zacatecas,9,Mujeres,15772
2015,Zacatecas,10,Hombres,16161
2015,Zacatecas,10,Mujeres,15644
2015,Zacatecas,11,Hombres,16038
2015,Zacatecas,11,Mujeres,15568
2015,Zacatecas,12,Hombres,15986
2015,Zacatecas,12,Mujeres,15550
2015,Zacatecas,13,Hombres,15985
2015,Zacatecas,13,Mujeres,15575
2015,Zacatecas,14,Hombres,15957
2015,Zacatecas,14,Mujeres,15573
2015,Zacatecas,15,Hombres,15823
2015,Zacatecas,15,Mujeres,15474
2015,Zacatecas,16,Hombres,15569
2015,Zacatecas,16,Mujeres,15271
2015,Zacatecas,17,Hombres,15292
2015,Zacatecas,17,Mujeres,15051
2015,Zacatecas,18,Hombres,15093
2015,Zacatecas,18,Mujeres,14911
2015,Zacatecas,19,Hombres,14966
2015,Zacatecas,19,Mujeres,14850
2015,Zacatecas,20,Hombres,14852
2015,Zacatecas,20,Mujeres,14812
2015,Zacatecas,21,Hombres,14699
2015,Zacatecas,21,Mujeres,14748
2015,Zacatecas,22,Hombres,14485
2015,Zacatecas,22,Mujeres,14635
2015,Zacatecas,23,Hombres,14191
2015,Zacatecas,23,Mujeres,14453
2015,Zacatecas,24,Hombres,13794
2015,Zacatecas,24,Mujeres,14179
2015,Zacatecas,25,Hombres,13328
2015,Zacatecas,25,Mujeres,13840
2015,Zacatecas,26,Hombres,12875
2015,Zacatecas,26,Mujeres,13509
2015,Zacatecas,27,Hombres,12462
2015,Zacatecas,27,Mujeres,13212
2015,Zacatecas,28,Hombres,12060
2015,Zacatecas,28,Mujeres,12936
2015,Zacatecas,29,Hombres,11657
2015,Zacatecas,29,Mujeres,12672
2015,Zacatecas,30,Hombres,11240
2015,Zacatecas,30,Mujeres,12408
2016,Zacatecas,3,Hombres,16559
2016,Zacatecas,3,Mujeres,15968
2016,Zacatecas,4,Hombres,16683
2016,Zacatecas,4,Mujeres,16085
2016,Zacatecas,5,Hombres,16831
2016,Zacatecas,5,Mujeres,16223
2016,Zacatecas,6,Hombres,16865
2016,Zacatecas,6,Mujeres,16215
2016,Zacatecas,7,Hombres,16790
2016,Zacatecas,7,Mujeres,16139
2016,Zacatecas,8,Hombres,16634
2016,Zacatecas,8,Mujeres,15992
2016,Zacatecas,9,Hombres,16418
2016,Zacatecas,9,Mujeres,15812
2016,Zacatecas,10,Hombres,16186
2016,Zacatecas,10,Mujeres,15654
2016,Zacatecas,11,Hombres,16001
2016,Zacatecas,11,Mujeres,15534
2016,Zacatecas,12,Hombres,15876
2016,Zacatecas,12,Mujeres,15459
2016,Zacatecas,13,Hombres,15817
2016,Zacatecas,13,Mujeres,15436
2016,Zacatecas,14,Hombres,15805
2016,Zacatecas,14,Mujeres,15453
2016,Zacatecas,15,Hombres,15766
2016,Zacatecas,15,Mujeres,15440
2016,Zacatecas,16,Hombres,15613
2016,Zacatecas,16,Mujeres,15330
2016,Zacatecas,17,Hombres,15335
2016,Zacatecas,17,Mujeres,15111
2016,Zacatecas,18,Hombres,15033
2016,Zacatecas,18,Mujeres,14874
2016,Zacatecas,19,Hombres,14806
2016,Zacatecas,19,Mujeres,14716
2016,Zacatecas,20,Hombres,14655
2016,Zacatecas,20,Mujeres,14638
2016,Zacatecas,21,Hombres,14520
2016,Zacatecas,21,Mujeres,14586
2016,Zacatecas,22,Hombres,14354
2016,Zacatecas,22,Mujeres,14511
2016,Zacatecas,23,Hombres,14130
2016,Zacatecas,23,Mujeres,14388
2016,Zacatecas,24,Hombres,13833
2016,Zacatecas,24,Mujeres,14200
2016,Zacatecas,25,Hombres,13441
2016,Zacatecas,25,Mujeres,13923
2016,Zacatecas,26,Hombres,12991
2016,Zacatecas,26,Mujeres,13585
2016,Zacatecas,27,Hombres,12561
2016,Zacatecas,27,Mujeres,13258
2016,Zacatecas,28,Hombres,12170
2016,Zacatecas,28,Mujeres,12971
2016,Zacatecas,29,Hombres,11793
2016,Zacatecas,29,Mujeres,12709
2016,Zacatecas,30,Hombres,11419
2016,Zacatecas,30,Mujeres,12466
2017,Zacatecas,3,Hombres,16410
2017,Zacatecas,3,Mujeres,15822
2017,Zacatecas,4,Hombres,16494
2017,Zacatecas,4,Mujeres,15905
2017,Zacatecas,5,Hombres,16630
2017,Zacatecas,5,Mujeres,16035
2017,Zacatecas,6,Hombres,16711
2017,Zacatecas,6,Mujeres,16085
2017,Zacatecas,7,Hombres,16727
2017,Zacatecas,7,Mujeres,16095
2017,Zacatecas,8,Hombres,16654
2017,Zacatecas,8,Mujeres,16014
2017,Zacatecas,9,Hombres,16483
2017,Zacatecas,9,Mujeres,15860
2017,Zacatecas,10,Hombres,16248
2017,Zacatecas,10,Mujeres,15695
2017,Zacatecas,11,Hombres,16016
2017,Zacatecas,11,Mujeres,15542
2017,Zacatecas,12,Hombres,15829
2017,Zacatecas,12,Mujeres,15420
2017,Zacatecas,13,Hombres,15695
2017,Zacatecas,13,Mujeres,15339
2017,Zacatecas,14,Hombres,15624
2017,Zacatecas,14,Mujeres,15307
2017,Zacatecas,15,Hombres,15598
2017,Zacatecas,15,Mujeres,15313
2017,Zacatecas,16,Hombres,15535
2017,Zacatecas,16,Mujeres,15287
2017,Zacatecas,17,Hombres,15356
2017,Zacatecas,17,Mujeres,15160
2017,Zacatecas,18,Hombres,15052
2017,Zacatecas,18,Mujeres,14924
2017,Zacatecas,19,Hombres,14724
2017,Zacatecas,19,Mujeres,14670
2017,Zacatecas,20,Hombres,14475
2017,Zacatecas,20,Mujeres,14496
2017,Zacatecas,21,Hombres,14303
2017,Zacatecas,21,Mujeres,14404
2017,Zacatecas,22,Hombres,14155
2017,Zacatecas,22,Mujeres,14341
2017,Zacatecas,23,Hombres,13979
2017,Zacatecas,23,Mujeres,14255
2017,Zacatecas,24,Hombres,13753
2017,Zacatecas,24,Mujeres,14127
2017,Zacatecas,25,Hombres,13460
2017,Zacatecas,25,Mujeres,13936
2017,Zacatecas,26,Hombres,13085
2017,Zacatecas,26,Mujeres,13661
2017,Zacatecas,27,Hombres,12661
2017,Zacatecas,27,Mujeres,13331
2017,Zacatecas,28,Hombres,12257
2017,Zacatecas,28,Mujeres,13019
2017,Zacatecas,29,Hombres,11893
2017,Zacatecas,29,Mujeres,12750
2017,Zacatecas,30,Hombres,11545
2017,Zacatecas,30,Mujeres,12508
2018,Zacatecas,3,Hombres,16274
2018,Zacatecas,3,Mujeres,15690
2018,Zacatecas,4,Hombres,16375
2018,Zacatecas,4,Mujeres,15789
2018,Zacatecas,5,Hombres,16462
2018,Zacatecas,5,Mujeres,15877
2018,Zacatecas,6,Hombres,16510
2018,Zacatecas,6,Mujeres,15913
2018,Zacatecas,7,Hombres,16579
2018,Zacatecas,7,Mujeres,15976
2018,Zacatecas,8,Hombres,16587
2018,Zacatecas,8,Mujeres,15972
2018,Zacatecas,9,Hombres,16498
2018,Zacatecas,9,Mujeres,15888
2018,Zacatecas,10,Hombres,16319
2018,Zacatecas,10,Mujeres,15751
2018,Zacatecas,11,Hombres,16083
2018,Zacatecas,11,Mujeres,15587
2018,Zacatecas,12,Hombres,15847
2018,Zacatecas,12,Mujeres,15429
2018,Zacatecas,13,Hombres,15649
2018,Zacatecas,13,Mujeres,15300
2018,Zacatecas,14,Hombres,15502
2018,Zacatecas,14,Mujeres,15210
2018,Zacatecas,15,Hombres,15414
2018,Zacatecas,15,Mujeres,15166
2018,Zacatecas,16,Hombres,15362
2018,Zacatecas,16,Mujeres,15158
2018,Zacatecas,17,Hombres,15271
2018,Zacatecas,17,Mujeres,15114
2018,Zacatecas,18,Hombres,15064
2018,Zacatecas,18,Mujeres,14970
2018,Zacatecas,19,Hombres,14734
2018,Zacatecas,19,Mujeres,14715
2018,Zacatecas,20,Hombres,14384
2018,Zacatecas,20,Mujeres,14446
2018,Zacatecas,21,Hombres,14118
2018,Zacatecas,21,Mujeres,14260
2018,Zacatecas,22,Hombres,13934
2018,Zacatecas,22,Mujeres,14159
2018,Zacatecas,23,Hombres,13777
2018,Zacatecas,23,Mujeres,14088
2018,Zacatecas,24,Hombres,13601
2018,Zacatecas,24,Mujeres,13998
2018,Zacatecas,25,Hombres,13381
2018,Zacatecas,25,Mujeres,13867
2018,Zacatecas,26,Hombres,13107
2018,Zacatecas,26,Mujeres,13679
2018,Zacatecas,27,Hombres,12758
2018,Zacatecas,27,Mujeres,13415
2018,Zacatecas,28,Hombres,12361
2018,Zacatecas,28,Mujeres,13105
2018,Zacatecas,29,Hombres,11987
2018,Zacatecas,29,Mujeres,12813
2018,Zacatecas,30,Hombres,11651
2018,Zacatecas,30,Mujeres,12563
2019,Zacatecas,3,Hombres,16059
2019,Zacatecas,3,Mujeres,15489
2019,Zacatecas,4,Hombres,16249
2019,Zacatecas,4,Mujeres,15673
2019,Zacatecas,5,Hombres,16350
2019,Zacatecas,5,Mujeres,15773
2019,Zacatecas,6,Hombres,16335
2019,Zacatecas,6,Mujeres,15764
2019,Zacatecas,7,Hombres,16379
2019,Zacatecas,7,Mujeres,15809
2019,Zacatecas,8,Hombres,16429
2019,Zacatecas,8,Mujeres,15853
2019,Zacatecas,9,Hombres,16421
2019,Zacatecas,9,Mujeres,15849
2019,Zacatecas,10,Hombres,16338
2019,Zacatecas,10,Mujeres,15784
2019,Zacatecas,11,Hombres,16157
2019,Zacatecas,11,Mujeres,15645
2019,Zacatecas,12,Hombres,15915
2019,Zacatecas,12,Mujeres,15473
2019,Zacatecas,13,Hombres,15666
2019,Zacatecas,13,Mujeres,15306
2019,Zacatecas,14,Hombres,15453
2019,Zacatecas,14,Mujeres,15167
2019,Zacatecas,15,Hombres,15287
2019,Zacatecas,15,Mujeres,15063
2019,Zacatecas,16,Hombres,15172
2019,Zacatecas,16,Mujeres,15006
2019,Zacatecas,17,Hombres,15090
2019,Zacatecas,17,Mujeres,14979
2019,Zacatecas,18,Hombres,14968
2019,Zacatecas,18,Mujeres,14916
2019,Zacatecas,19,Hombres,14731
2019,Zacatecas,19,Mujeres,14751
2019,Zacatecas,20,Hombres,14379
2019,Zacatecas,20,Mujeres,14480
2019,Zacatecas,21,Hombres,14014
2019,Zacatecas,21,Mujeres,14201
2019,Zacatecas,22,Hombres,13739
2019,Zacatecas,22,Mujeres,14009
2019,Zacatecas,23,Hombres,13550
2019,Zacatecas,23,Mujeres,13903
2019,Zacatecas,24,Hombres,13395
2019,Zacatecas,24,Mujeres,13828
2019,Zacatecas,25,Hombres,13228
2019,Zacatecas,25,Mujeres,13738
2019,Zacatecas,26,Hombres,13027
2019,Zacatecas,26,Mujeres,13613
2019,Zacatecas,27,Hombres,12779
2019,Zacatecas,27,Mujeres,13439
2019,Zacatecas,28,Hombres,12459
2019,Zacatecas,28,Mujeres,13197
2019,Zacatecas,29,Hombres,12094
2019,Zacatecas,29,Mujeres,12909
2019,Zacatecas,30,Hombres,11749
2019,Zacatecas,30,Mujeres,12639
2020,Zacatecas,3,Hombres,15828
2020,Zacatecas,3,Mujeres,15278
2020,Zacatecas,4,Hombres,16039
2020,Zacatecas,4,Mujeres,15480
2020,Zacatecas,5,Hombres,16198
2020,Zacatecas,5,Mujeres,15639
2020,Zacatecas,6,Hombres,16248
2020,Zacatecas,6,Mujeres,15694
2020,Zacatecas,7,Hombres,16237
2020,Zacatecas,7,Mujeres,15691
2020,Zacatecas,8,Hombres,16269
2020,Zacatecas,8,Mujeres,15726
2020,Zacatecas,9,Hombres,16313
2020,Zacatecas,9,Mujeres,15772
2020,Zacatecas,10,Hombres,16304
2020,Zacatecas,10,Mujeres,15772
2020,Zacatecas,11,Hombres,16221
2020,Zacatecas,11,Mujeres,15705
2020,Zacatecas,12,Hombres,16036
2020,Zacatecas,12,Mujeres,15561
2020,Zacatecas,13,Hombres,15785
2020,Zacatecas,13,Mujeres,15384
2020,Zacatecas,14,Hombres,15526
2020,Zacatecas,14,Mujeres,15210
2020,Zacatecas,15,Hombres,15285
2020,Zacatecas,15,Mujeres,15049
2020,Zacatecas,16,Hombres,15098
2020,Zacatecas,16,Mujeres,14935
2020,Zacatecas,17,Hombres,14960
2020,Zacatecas,17,Mujeres,14866
2020,Zacatecas,18,Hombres,14853
2020,Zacatecas,18,Mujeres,14825
2020,Zacatecas,19,Hombres,14706
2020,Zacatecas,19,Mujeres,14748
2020,Zacatecas,20,Hombres,14447
2020,Zacatecas,20,Mujeres,14564
2020,Zacatecas,21,Hombres,14083
2020,Zacatecas,21,Mujeres,14286
2020,Zacatecas,22,Hombres,13712
2020,Zacatecas,22,Mujeres,14003
2020,Zacatecas,23,Hombres,13434
2020,Zacatecas,23,Mujeres,13808
2020,Zacatecas,24,Hombres,13246
2020,Zacatecas,24,Mujeres,13699
2020,Zacatecas,25,Hombres,13105
2020,Zacatecas,25,Mujeres,13633
2020,Zacatecas,26,Hombres,12948
2020,Zacatecas,26,Mujeres,13547
2020,Zacatecas,27,Hombres,12762
2020,Zacatecas,27,Mujeres,13431
2020,Zacatecas,28,Hombres,12532
2020,Zacatecas,28,Mujeres,13271
2020,Zacatecas,29,Hombres,12233
2020,Zacatecas,29,Mujeres,13044
2020,Zacatecas,30,Hombres,11895
2020,Zacatecas,30,Mujeres,12777
2021,Zacatecas,3,Hombres,15747
2021,Zacatecas,3,Mujeres,15211
2021,Zacatecas,4,Hombres,15818
2021,Zacatecas,4,Mujeres,15274
2021,Zacatecas,5,Hombres,15968
2021,Zacatecas,5,Mujeres,15427
2021,Zacatecas,6,Hombres,16132
2021,Zacatecas,6,Mujeres,15590
2021,Zacatecas,7,Hombres,16187
2021,Zacatecas,7,Mujeres,15648
2021,Zacatecas,8,Hombres,16178
2021,Zacatecas,8,Mujeres,15648
2021,Zacatecas,9,Hombres,16213
2021,Zacatecas,9,Mujeres,15685
2021,Zacatecas,10,Hombres,16243
2021,Zacatecas,10,Mujeres,15718
2021,Zacatecas,11,Hombres,16235
2021,Zacatecas,11,Mujeres,15719
2021,Zacatecas,12,Hombres,16151
2021,Zacatecas,12,Mujeres,15652
2021,Zacatecas,13,Hombres,15964
2021,Zacatecas,13,Mujeres,15507
2021,Zacatecas,14,Hombres,15707
2021,Zacatecas,14,Mujeres,15328
2021,Zacatecas,15,Hombres,15412
2021,Zacatecas,15,Mujeres,15123
2021,Zacatecas,16,Hombres,15156
2021,Zacatecas,16,Mujeres,14957
2021,Zacatecas,17,Hombres,14953
2021,Zacatecas,17,Mujeres,14837
2021,Zacatecas,18,Hombres,14798
2021,Zacatecas,18,Mujeres,14760
2021,Zacatecas,19,Hombres,14673
2021,Zacatecas,19,Mujeres,14712
2021,Zacatecas,20,Hombres,14505
2021,Zacatecas,20,Mujeres,14617
2021,Zacatecas,21,Hombres,14238
2021,Zacatecas,21,Mujeres,14427
2021,Zacatecas,22,Hombres,13868
2021,Zacatecas,22,Mujeres,14146
2021,Zacatecas,23,Hombres,13494
2021,Zacatecas,23,Mujeres,13862
2021,Zacatecas,24,Hombres,13214
2021,Zacatecas,24,Mujeres,13666
2021,Zacatecas,25,Hombres,13043
2021,Zacatecas,25,Mujeres,13575
2021,Zacatecas,26,Hombres,12903
2021,Zacatecas,26,Mujeres,13511
2021,Zacatecas,27,Hombres,12748
2021,Zacatecas,27,Mujeres,13428
2021,Zacatecas,28,Hombres,12569
2021,Zacatecas,28,Mujeres,13314
2021,Zacatecas,29,Hombres,12346
2021,Zacatecas,29,Mujeres,13159
2021,Zacatecas,30,Hombres,12068
2021,Zacatecas,30,Mujeres,12951
2022,Zacatecas,3,Hombres,15723
2022,Zacatecas,3,Mujeres,15213
2022,Zacatecas,4,Hombres,15740
2022,Zacatecas,4,Mujeres,15206
2022,Zacatecas,5,Hombres,15753
2022,Zacatecas,5,Mujeres,15222
2022,Zacatecas,6,Hombres,15907
2022,Zacatecas,6,Mujeres,15380
2022,Zacatecas,7,Hombres,16075
2022,Zacatecas,7,Mujeres,15546
2022,Zacatecas,8,Hombres,16133
2022,Zacatecas,8,Mujeres,15607
2022,Zacatecas,9,Hombres,16127
2022,Zacatecas,9,Mujeres,15608
2022,Zacatecas,10,Hombres,16149
2022,Zacatecas,10,Mujeres,15632
2022,Zacatecas,11,Hombres,16179
2022,Zacatecas,11,Mujeres,15666
2022,Zacatecas,12,Hombres,16171
2022,Zacatecas,12,Mujeres,15667
2022,Zacatecas,13,Hombres,16084
2022,Zacatecas,13,Mujeres,15600
2022,Zacatecas,14,Hombres,15893
2022,Zacatecas,14,Mujeres,15453
2022,Zacatecas,15,Hombres,15601
2022,Zacatecas,15,Mujeres,15241
2022,Zacatecas,16,Hombres,15290
2022,Zacatecas,16,Mujeres,15032
2022,Zacatecas,17,Hombres,15018
2022,Zacatecas,17,Mujeres,14859
2022,Zacatecas,18,Hombres,14799
2022,Zacatecas,18,Mujeres,14732
2022,Zacatecas,19,Hombres,14629
2022,Zacatecas,19,Mujeres,14648
2022,Zacatecas,20,Hombres,14484
2022,Zacatecas,20,Mujeres,14583
2022,Zacatecas,21,Hombres,14308
2022,Zacatecas,21,Mujeres,14483
2022,Zacatecas,22,Hombres,14035
2022,Zacatecas,22,Mujeres,14291
2022,Zacatecas,23,Hombres,13664
2022,Zacatecas,23,Mujeres,14010
2022,Zacatecas,24,Hombres,13293
2022,Zacatecas,24,Mujeres,13728
2022,Zacatecas,25,Hombres,13033
2022,Zacatecas,25,Mujeres,13552
2022,Zacatecas,26,Hombres,12866
2022,Zacatecas,26,Mujeres,13463
2022,Zacatecas,27,Hombres,12730
2022,Zacatecas,27,Mujeres,13401
2022,Zacatecas,28,Hombres,12583
2022,Zacatecas,28,Mujeres,13322
2022,Zacatecas,29,Hombres,12412
2022,Zacatecas,29,Mujeres,13213
2022,Zacatecas,30,Hombres,12210
2022,Zacatecas,30,Mujeres,13076
2023,Zacatecas,3,Hombres,15691
2023,Zacatecas,3,Mujeres,15181
2023,Zacatecas,4,Hombres,15715
2023,Zacatecas,4,Mujeres,15207
2023,Zacatecas,5,Hombres,15676
2023,Zacatecas,5,Mujeres,15155
2023,Zacatecas,6,Hombres,15694
2023,Zacatecas,6,Mujeres,15176
2023,Zacatecas,7,Hombres,15852
2023,Zacatecas,7,Mujeres,15336
2023,Zacatecas,8,Hombres,16024
2023,Zacatecas,8,Mujeres,15505
2023,Zacatecas,9,Hombres,16085
2023,Zacatecas,9,Mujeres,15568
2023,Zacatecas,10,Hombres,16066
2023,Zacatecas,10,Mujeres,15556
2023,Zacatecas,11,Hombres,16090
2023,Zacatecas,11,Mujeres,15581
2023,Zacatecas,12,Hombres,16121
2023,Zacatecas,12,Mujeres,15616
2023,Zacatecas,13,Hombres,16111
2023,Zacatecas,13,Mujeres,15617
2023,Zacatecas,14,Hombres,16023
2023,Zacatecas,14,Mujeres,15547
2023,Zacatecas,15,Hombres,15797
2023,Zacatecas,15,Mujeres,15366
2023,Zacatecas,16,Hombres,15490
2023,Zacatecas,16,Mujeres,15150
2023,Zacatecas,17,Hombres,15163
2023,Zacatecas,17,Mujeres,14934
2023,Zacatecas,18,Hombres,14875
2023,Zacatecas,18,Mujeres,14755
2023,Zacatecas,19,Hombres,14643
2023,Zacatecas,19,Mujeres,14621
2023,Zacatecas,20,Hombres,14454
2023,Zacatecas,20,Mujeres,14521
2023,Zacatecas,21,Hombres,14301
2023,Zacatecas,21,Mujeres,14451
2023,Zacatecas,22,Hombres,14120
2023,Zacatecas,22,Mujeres,14348
2023,Zacatecas,23,Hombres,13847
2023,Zacatecas,23,Mujeres,14157
2023,Zacatecas,24,Hombres,13482
2023,Zacatecas,24,Mujeres,13879
2023,Zacatecas,25,Hombres,13134
2023,Zacatecas,25,Mujeres,13618
2023,Zacatecas,26,Hombres,12882
2023,Zacatecas,26,Mujeres,13446
2023,Zacatecas,27,Hombres,12723
2023,Zacatecas,27,Mujeres,13361
2023,Zacatecas,28,Hombres,12598
2023,Zacatecas,28,Mujeres,13304
2023,Zacatecas,29,Hombres,12461
2023,Zacatecas,29,Mujeres,13228
2023,Zacatecas,30,Hombres,12312
2023,Zacatecas,30,Mujeres,13138
2024,Zacatecas,3,Hombres,15764
2024,Zacatecas,3,Mujeres,15208
2024,Zacatecas,4,Hombres,15682
2024,Zacatecas,4,Mujeres,15172
2024,Zacatecas,5,Hombres,15652
2024,Zacatecas,5,Mujeres,15155
2024,Zacatecas,6,Hombres,15619
2024,Zacatecas,6,Mujeres,15108
2024,Zacatecas,7,Hombres,15640
2024,Zacatecas,7,Mujeres,15132
2024,Zacatecas,8,Hombres,15803
2024,Zacatecas,8,Mujeres,15295
2024,Zacatecas,9,Hombres,15977
2024,Zacatecas,9,Mujeres,15466
2024,Zacatecas,10,Hombres,16026
2024,Zacatecas,10,Mujeres,15515
2024,Zacatecas,11,Hombres,16009
2024,Zacatecas,11,Mujeres,15504
2024,Zacatecas,12,Hombres,16034
2024,Zacatecas,12,Mujeres,15531
2024,Zacatecas,13,Hombres,16065
2024,Zacatecas,13,Mujeres,15565
2024,Zacatecas,14,Hombres,16055
2024,Zacatecas,14,Mujeres,15563
2024,Zacatecas,15,Hombres,15931
2024,Zacatecas,15,Mujeres,15459
2024,Zacatecas,16,Hombres,15688
2024,Zacatecas,16,Mujeres,15273
2024,Zacatecas,17,Hombres,15364
2024,Zacatecas,17,Mujeres,15050
2024,Zacatecas,18,Hombres,15022
2024,Zacatecas,18,Mujeres,14827
2024,Zacatecas,19,Hombres,14720
2024,Zacatecas,19,Mujeres,14642
2024,Zacatecas,20,Hombres,14469
2024,Zacatecas,20,Mujeres,14492
2024,Zacatecas,21,Hombres,14272
2024,Zacatecas,21,Mujeres,14389
2024,Zacatecas,22,Hombres,14115
2024,Zacatecas,22,Mujeres,14317
2024,Zacatecas,23,Hombres,13933
2024,Zacatecas,23,Mujeres,14214
2024,Zacatecas,24,Hombres,13663
2024,Zacatecas,24,Mujeres,14026
2024,Zacatecas,25,Hombres,13322
2024,Zacatecas,25,Mujeres,13770
2024,Zacatecas,26,Hombres,12983
2024,Zacatecas,26,Mujeres,13514
2024,Zacatecas,27,Hombres,12741
2024,Zacatecas,27,Mujeres,13346
2024,Zacatecas,28,Hombres,12593
2024,Zacatecas,28,Mujeres,13265
2024,Zacatecas,29,Hombres,12477
2024,Zacatecas,29,Mujeres,13212
2024,Zacatecas,30,Hombres,12362
2024,Zacatecas,30,Mujeres,13155
2025,Zacatecas,3,Hombres,15785
2025,Zacatecas,3,Mujeres,15224
2025,Zacatecas,4,Hombres,15750
2025,Zacatecas,4,Mujeres,15195
2025,Zacatecas,5,Hombres,15617
2025,Zacatecas,5,Mujeres,15119
2025,Zacatecas,6,Hombres,15593
2025,Zacatecas,6,Mujeres,15106
2025,Zacatecas,7,Hombres,15564
2025,Zacatecas,7,Mujeres,15063
2025,Zacatecas,8,Hombres,15589
2025,Zacatecas,8,Mujeres,15090
2025,Zacatecas,9,Hombres,15755
2025,Zacatecas,9,Mujeres,15255
2025,Zacatecas,10,Hombres,15917
